Start Time,09/07/2017 11:50,End Time,09/07/2017  17:00:00 PM,,,,,,where are these?,,,,,,,Interval,,,,,
42985.49319,100,1.019127011,23,-0.000352445,-0.028108099,100,-0.019932671,1.000668049,62.32690048,0,98.6680069,-1.25553,0.000456768,-1.25553,1.42305398,1.283717036,-1.28876698,0,1.919999957,1475,30
42985.49321,100,1.019745946,23,-0.00035246,-0.028203011,100,-0.020045411,1.001170993,62.30764008,0,98.6681366,-1.25553,0.000445159,-1.25553,1.423071027,1.281406045,-1.28876698,0,2.130000114,1475,30
42985.49322,100,1.019436002,23,-0.000352475,-0.02829792,100,-0.020158149,1.001062036,62.28839111,0,98.6682663,-1.25553,0.000433549,-1.25553,1.423087955,1.279095054,-1.28876698,0,2.220000029,1475,30
42985.49323,100,1.019127011,23,-0.00035249,-0.02839284,100,-0.02027088,1.000712037,62.26913071,0,98.66841125,-1.25553,0.000421939,-1.25553,1.423105001,1.278403997,-1.28876698,0,2.204999924,1475,30
42985.49324,100,1.018816948,23,-0.000352505,-0.028487749,100,-0.020383621,1.000362992,62.2498703,0,98.66854095,-1.25553,0.000410329,-1.25553,1.423122048,1.277712941,-1.28876698,0,2.190000057,1475,30
42985.49325,100,1.018507004,23,-0.00035252,-0.02858266,100,-0.020496359,1.000012994,62.23062134,0,98.66867828,-1.25553,0.000398719,-1.25553,1.423140049,1.281808972,-1.28876698,0,2.420000076,1475,30
42985.49326,100,1.018198013,23,-0.000352535,-0.02867757,100,-0.02060909,0.999663293,62.21136093,0,98.66880798,-1.25553,0.000387109,-1.25553,1.423156977,1.285905004,-1.28876698,0,1.980000019,1475,30
42985.49328,100,1.01788795,23,-0.00035255,-0.028772481,100,-0.02072183,0.999313593,62.19210052,0,98.66893768,-1.25553,0.000375499,-1.25553,1.423174024,1.284476995,-1.28876698,0,2.349999905,1475,30
42985.49329,100,1.018157959,23,-0.000352565,-0.028867399,100,-0.020834571,0.999579012,62.17284012,0,98.66908264,-1.25553,0.000363889,-1.25553,1.423190951,1.279651999,-1.28876698,0,2.369999886,1475,30
42985.4933,100,1.018427014,23,-0.00035258,-0.02896231,100,-0.0209473,0.999844313,62.15359116,0,98.66919708,-1.25553,0.000352279,-1.25553,1.423207998,1.277529001,-1.28876698,0,1.909999967,1475,30
42985.49331,100,1.018697023,23,-0.000352595,-0.02905722,100,-0.02106004,1.00011003,62.13433075,0,98.66932678,-1.25553,0.000340669,-1.25553,1.423225999,1.278831005,-1.28876698,0,2.450000048,1475,30
42985.49332,100,1.018967032,23,-0.00035261,-0.029152131,100,-0.021172781,1.000375032,62.11507034,0,98.66947174,-1.25553,0.000329059,-1.25553,1.423243046,1.280133009,-1.28876698,0,2.019999981,1475,30
42985.49333,100,1.019235969,23,-0.000352625,-0.029247049,100,-0.02128551,1.000640035,62.09582138,0,98.66960144,-1.25553,0.000317449,-1.25553,1.423259974,1.277703047,-1.28876698,0,2.430000067,1475,30
42985.49334,100,1.019505978,23,-0.00035264,-0.02934196,100,-0.02139825,1.000905991,62.07656097,0,98.66973114,-1.25553,0.000305839,-1.25553,1.42327702,1.275272965,-1.28876698,0,1.940000057,1475,30
42985.49336,100,1.019286036,23,-0.000352655,-0.02943687,100,-0.02151099,1.001170993,62.05152893,0,98.66986847,-1.25553,0.000294229,-1.25553,1.423293948,1.272843003,-1.288768053,0,2.279999971,1475,30
42985.49337,100,1.019067049,23,-0.00035267,-0.029531781,100,-0.021623719,1.000779033,62.0265007,0,98.66999817,-1.25553,0.000282619,-1.25553,1.423310995,1.272426009,-1.288768053,0,1.919999957,1475,30
42985.49338,100,1.018846989,23,-0.000352685,-0.02962669,100,-0.02173646,1.00029099,62.00146103,0,98.67012787,-1.25553,0.000271009,-1.25553,1.423328996,1.272009969,-1.288768053,0,2,1475,30
42985.49339,100,1.018627048,23,-0.0003527,-0.029721599,100,-0.0218492,0.999802113,61.97642899,0,98.67027283,-1.25553,0.000259399,-1.25553,1.423346043,1.271594048,-1.288768053,0,2.204999924,1475,30
42985.4934,100,1.018406987,23,-0.000352715,-0.029816519,100,-0.021961929,0.999313593,61.93896103,0,98.67038727,-1.25553,0.000252315,-1.25553,1.42336297,1.271177053,-1.288768053,0,2.410000086,1475,30
42985.49341,100,1.018188,23,-0.00035273,-0.029911431,100,-0.02207467,0.999313593,61.9015007,0,98.67051697,-1.25553,0.000245231,-1.25553,1.423380017,1.270761013,-1.288768053,0,2.390000105,1475,30
42985.49343,100,1.017968059,23,-0.000352745,-0.03000634,100,-0.02218741,0.999313593,61.86402893,0,98.67066193,-1.25553,0.000238146,-1.25553,1.423396945,1.270344019,-1.288768053,0,2.319999933,1475,30
42985.49344,100,1.017835021,23,-0.00035276,-0.030101251,100,-0.022300139,0.999313593,61.82656097,0,98.67079163,-1.25553,0.000231062,-1.25553,1.423414946,1.269971013,-1.288768053,0,1.99000001,1475,30
42985.49345,100,1.017701983,23,-0.000352775,-0.030196169,100,-0.022412879,0.999313593,61.7890892,0,98.67092896,-1.25553,0.000223977,-1.25553,1.423431993,1.269598007,-1.288768053,0,2.150000095,1475,30
42985.49346,100,1.017568946,23,-0.00035279,-0.03029108,100,-0.02252562,0.999313593,61.75162888,0,98.67105865,-1.25553,0.000216893,-1.25553,1.423449039,1.266229033,-1.288768053,0,2.089999914,1475,30
42985.49347,100,1.017436028,23,-0.000352805,-0.03038599,100,-0.02263836,0.999313593,61.71416092,0,98.67118835,-1.25553,0.000209808,-1.25553,1.423465967,1.262861013,-1.288768053,0,2.140000105,1475,30
42985.49348,100,1.01730299,23,-0.00035282,-0.030480901,100,-0.022751089,0.999313593,61.75588989,0,98.67133331,-1.25553,0.000202724,-1.25553,1.423483014,1.25949204,-1.288768053,0,2.150000095,1475,30
42985.4935,100,1.017169952,23,-0.000352835,-0.03057581,100,-0.02286383,0.999313593,61.79761124,0,98.67146301,-1.25553,0.000195639,-1.25553,1.423501015,1.259948969,-1.288768053,0,2.210000038,1475,30
42985.49351,100,1.017037034,23,-0.00035285,-0.03067073,100,-0.02297657,0.999313593,61.72249985,0,98.67159271,-1.25553,0.000188555,-1.25553,1.423517942,1.260406017,-1.288768053,0,2.059999943,1475,30
42985.49352,100,1.016903996,23,-0.000352865,-0.03076564,100,-0.023089301,0.999313593,61.6473999,0,98.67172241,-1.25553,0.000181471,-1.25553,1.423534989,1.260862947,-1.288768053,0,2.180000067,1475,30
42985.49353,100,1.016770959,23,-0.00035288,-0.030860551,100,-0.023202039,0.999313593,61.68936157,0,98.67185211,-1.25553,0.000174386,-1.25553,1.423552036,1.266945958,-1.288768053,0,1.99000001,1475,30
42985.49354,100,1.017014027,23,-0.000352895,-0.03095546,100,-0.02331478,0.999313593,61.73131943,0,98.67198181,-1.25553,0.000167302,-1.25553,1.423568964,1.275125027,-1.288768053,0,1.99000001,1475,30
42985.49355,100,1.017256975,23,-0.00035291,-0.031050369,100,-0.023427511,0.999313593,61.7732811,0,98.67211914,-1.25553,0.000160217,-1.25553,1.423586011,1.278023005,-1.288768053,0,2.279999971,1475,30
42985.49356,100,1.017500043,23,-0.000352925,-0.03114529,100,-0.023540249,0.999313593,61.8152504,0,98.67224884,-1.25553,0.000151062,-1.25553,1.423604012,1.277837038,-1.288768053,0,2,1475,30
42985.49358,100,1.017742991,23,-0.00035294,-0.031240201,100,-0.023652989,0.998391986,61.85720825,0,98.67237854,-1.25553,0.000141907,-1.25553,1.423621058,1.277650952,-1.288768053,0,2.190000057,1475,30
42985.49359,100,1.01681006,23,-0.000352955,-0.031335112,100,-0.02376572,0.998363018,61.82920074,0,98.6725235,-1.25553,0.000132752,-1.25553,1.423637986,1.273015022,-1.288768053,0,2.119999886,1475,30
42985.4936,100,1.015877962,23,-0.00035297,-0.031430021,100,-0.023878461,0.998333871,61.80118942,0,98.6726532,-1.25553,0.000123596,-1.25553,1.419155955,1.268378019,-1.288768053,0,2.25999999,1475,30
42985.49361,100,1.016190052,23,-0.000352985,-0.03152493,100,-0.023991199,0.998305023,61.77317047,0,98.6727829,-1.25553,0.000114441,-1.25553,1.419895053,1.267500997,-1.288768053,0,2.359999895,1475,30
42985.49362,100,1.016502023,23,-0.000353,-0.031619851,100,-0.02410393,0.998275876,61.74515915,0,98.6729126,-1.25553,0.000126648,-1.25553,1.420634031,1.266623974,-1.288768053,0,2.039999962,1475,30
42985.49363,100,1.016685009,23,-0.000353015,-0.03171476,100,-0.024216671,0.998246908,61.86912918,0,98.6730423,-1.25553,0.000138855,-1.25553,1.419870973,1.265746951,-1.288768053,0,2.420000076,1475,30
42985.49365,100,1.016867995,23,-0.000353031,-0.03155845,100,-0.024329411,0.998217881,61.99311066,0,98.673172,-1.25553,0.000151062,-1.25553,1.419960976,1.265354037,-1.288768053,0,2.329999924,1475,30
42985.49366,100,1.017050028,23,-0.000353045,-0.031402141,100,-0.02444214,0.998421013,61.84886932,0,98.67330933,-1.25553,0.000163269,-1.25553,1.420050979,1.264961958,-1.288769007,0,2.25999999,1475,30
42985.49367,100,1.017233014,23,-0.00035306,-0.031245841,100,-0.02455488,0.998624086,61.70462036,0,98.67343903,-1.25553,0.000175476,-1.25553,1.420140982,1.264569044,-1.288769007,0,1.940000057,1475,30
42985.49368,100,1.017416,23,-0.000353076,-0.031089529,100,-0.024667621,0.998827279,61.89416885,0,98.67357635,-1.25553,0.000170571,-1.25553,1.420230985,1.263610959,-1.288769007,0,2.210000038,1475,30
42985.49369,100,1.017441988,23,-0.00035309,-0.03093322,100,-0.024780359,0.999030411,62.08370972,0,98.67371368,-1.25553,0.000165667,-1.25553,1.420320988,1.26265204,-1.288769007,0,2.25,1475,30
42985.4937,100,1.017467022,23,-0.000353106,-0.03077692,100,-0.02489309,0.999233484,62.08292007,0,98.67384338,-1.25553,0.000160762,-1.25553,1.420411944,1.264541984,-1.288769007,0,2.450000048,1475,30
42985.49372,100,1.01749301,23,-0.000353121,-0.03062061,100,-0.02500583,0.999436617,62.08211899,0,98.67397308,-1.25553,0.000155858,-1.25553,1.420501947,1.266433001,-1.288769007,0,2.319999933,1475,30
42985.49373,100,1.017518044,23,-0.000353136,-0.030464301,100,-0.025118571,0.99963969,62.08132935,0,98.67410278,-1.25553,0.000150953,-1.25553,1.42059195,1.268322945,-1.288769007,0,2.160000086,1475,30
42985.49374,100,1.017542958,23,-0.000353151,-0.030308001,100,-0.0252313,0.999842882,62.14570999,0,98.67423248,-1.25553,0.000146048,-1.25553,1.420681953,1.267549038,-1.288769007,0,2.079999924,1475,30
42985.49375,100,1.017568946,23,-0.000353166,-0.030151689,100,-0.02534404,1.000046015,62.21007919,0,98.67436981,-1.25553,0.000141144,-1.25553,1.422111988,1.266774058,-1.288769007,0,1.940000057,1475,30
42985.49376,100,1.018113017,23,-0.000353181,-0.02999538,100,-0.025456781,1.000193,62.15404892,0,98.67449951,-1.25553,0.000136239,-1.25553,1.422111988,1.266000032,-1.288769007,0,2.309999943,1475,30
42985.49377,100,1.018656969,23,-0.000353196,-0.029839071,100,-0.02556951,1.000339985,62.09801865,0,98.67462921,-1.25553,0.000131335,-1.25553,1.422111988,1.265226007,-1.288769007,0,2.230000019,1475,30
42985.49378,100,1.019201994,23,-0.000353211,-0.029682759,100,-0.02568225,1.00048697,62.24225998,0,98.67476654,-1.25553,0.00012643,-1.25553,1.421349049,1.266680002,-1.288769007,0,2.039999962,1475,30
42985.4938,100,1.019745946,23,-0.000353226,-0.029526461,100,-0.02579499,1.000633955,62.38650894,0,98.67489624,-1.25553,0.000121525,-1.25553,1.421349049,1.268133044,-1.288769007,0,2.190000057,1475,30
42985.49381,100,1.019745946,23,-0.000353241,-0.02937015,100,-0.025907731,1.000781059,62.25299072,0,98.67503357,-1.25553,0.000116621,-1.25553,1.422111988,1.271646023,-1.288769007,0,1.99000001,1475,30
42985.49382,100,1.019745946,23,-0.000353256,-0.02921384,100,-0.02602046,1.000928044,62.11948013,0,98.67516327,-1.25553,0.000111716,-1.25553,1.422112942,1.275159955,-1.288769007,0,2.25,1475,30
42985.49383,100,1.019745946,23,-0.000353271,-0.02905754,100,-0.0261332,1.001075029,62.18862152,0,98.67529297,-1.25553,0.000106812,-1.25553,1.422114968,1.275403976,-1.288769007,0,2.180000067,1475,30
42985.49384,100,1.019745946,23,-0.000353286,-0.028901231,100,-0.026245929,1.001222014,62.25775909,0,98.67542267,-1.25553,0.000101907,-1.25553,1.422116041,1.275647998,-1.288769007,0,2.190000057,1475,30
42985.49385,100,1.019745946,23,-0.000353301,-0.028744919,100,-0.02635867,1.001368999,62.32690048,0,98.67556,-1.25553,9.70E-05,-1.25553,1.422117949,1.275892019,-1.288769007,0,2.079999924,1475,30
42985.49387,100,1.019745946,23,-0.000353316,-0.028588619,100,-0.02647141,1.001515985,62.22438049,0,98.6756897,-1.25553,9.21E-05,-1.25553,1.422119021,1.275045037,-1.288769007,0,2.309999943,1475,30
42985.49388,100,1.019745946,23,-0.000353331,-0.02843231,100,-0.026584139,1.00166297,62.1218605,0,98.67582703,-1.25553,8.72E-05,-1.25553,1.422121048,1.280436993,-1.288769007,0,2.299999952,1475,30
42985.49389,100,1.019745946,23,-0.000353346,-0.028276,100,-0.026696879,1.001809955,62.21723175,0,98.67595673,-1.25553,8.23E-05,-1.25553,1.422122002,1.285827994,-1.288769007,0,2.180000067,1475,30
42985.4939,100,1.019745946,23,-0.000353361,-0.028119691,100,-0.02680962,1.001865983,62.31259918,0,98.67608643,-1.25553,7.74E-05,-1.25553,1.422124028,1.28450501,-1.288769007,0,2.450000048,1475,30
42985.49391,100,1.019745946,23,-0.000353376,-0.027963379,100,-0.026922351,1.001922965,62.15523911,0,98.67622375,-1.25553,7.25E-05,-1.25553,1.422124982,1.283182025,-1.288769007,0,2.00999999,1475,30
42985.49392,100,1.019745946,23,-0.000353391,-0.027807079,100,-0.027035089,1.001978993,61.99787903,0,98.67635345,-1.25553,6.76E-05,-1.25553,1.422127008,1.278334022,-1.288769007,0,1.980000019,1475,30
42985.49394,100,1.019745946,23,-0.000353406,-0.02765077,100,-0.02714783,1.002035975,62.08292007,0,98.67648315,-1.25553,6.27E-05,-1.25553,1.422127962,1.278349042,-1.288769007,0,2.00999999,1475,30
42985.49395,100,1.019745946,23,-0.000353421,-0.02749446,100,-0.02726057,1.002092004,62.16794968,0,98.67662048,-1.25553,5.78E-05,-1.25553,1.422129989,1.285964012,-1.288769007,0,2,1475,30
42985.49396,100,1.01988399,23,-0.000353436,-0.02733816,100,-0.027373301,1.002279043,62.25299072,0,98.67675018,-1.25553,5.29E-05,-1.25553,1.422130942,1.290248036,-1.288769007,0,2.220000029,1475,30
42985.49397,100,1.019835949,23,-0.000353451,-0.027181851,100,-0.027486039,1.002465963,62.12305069,0,98.67656708,-1.25553,4.80E-05,-1.25553,1.422132015,1.28709805,-1.288769007,0,2.319999933,1475,30
42985.49398,100,1.019788027,23,-0.000353466,-0.027025539,100,-0.02759878,1.002653956,61.99311066,0,98.67637634,-1.25553,4.31E-05,-1.25553,1.422134042,1.281898975,-1.288769007,0,1.970000029,1475,30
42985.49399,100,1.019739985,23,-0.000353481,-0.026869239,100,-0.027711511,1.002840996,62.1218605,0,98.67619324,-1.25553,3.81E-05,-1.25553,1.422134995,1.279451013,-1.288769007,0,2.339999914,1475,30
42985.494,100,1.019691944,23,-0.000353496,-0.02671293,100,-0.027824249,1.003028035,62.25061035,0,98.6760025,-1.25553,0,-1.25553,1.422137022,1.281110048,-1.28876996,0,2.410000086,1475,30
42985.49402,100,1.019644022,23,-0.000353511,-0.02655662,100,-0.027810371,1.002099991,62.04198837,0,98.6758194,-1.25553,0.0102005,-1.25553,1.422137976,1.282768965,-1.28876996,0,1.919999957,1475,30
42985.49403,100,1.019597054,23,-0.000353526,-0.026525181,100,-0.027796499,1.001170993,61.83337021,0,98.67563629,-1.25553,0.007400512,-1.25553,1.422140002,1.279963017,-1.28876996,0,2.25,1475,30
42985.49404,100,1.019549012,23,-0.000353541,-0.026493739,100,-0.02778263,1.001170993,61.83575058,0,98.67545319,-1.25553,0.004600524,-1.25553,1.422140956,1.277158022,-1.28876996,0,2.309999943,1475,30
42985.49405,100,1.019500971,23,-0.000353556,-0.026462311,100,-0.02776875,1.001170993,62.06464005,0,98.67526245,-1.25553,0.001800537,-1.25553,1.422142982,1.274351954,-1.28876996,0,2.029999971,1475,30
42985.49406,100,1.019453049,23,-0.000353571,-0.026430869,100,-0.02775488,1.001170993,62.01219177,0,98.67507172,-1.25553,0.001758869,-1.25553,1.422144055,1.27154696,-1.28876996,0,2.24000001,1475,30
42985.49407,100,1.019405007,23,-0.000353586,-0.02639943,100,-0.027741,1.001170993,61.66646957,0,98.67488861,-1.25553,0.001717201,-1.25553,1.422145009,1.267560005,-1.28876996,0,2.359999895,1475,30
42985.49409,100,1.019068956,23,-0.000353601,-0.02636799,100,-0.027727131,1.001170993,61.81509018,0,98.67471313,-1.25553,0.001675532,-1.25553,1.422147036,1.268568039,-1.28876996,0,1.899999976,1475,30
42985.4941,100,1.018733978,23,-0.000353616,-0.026336551,100,-0.02771326,1.001170993,61.96369934,0,98.67450714,-1.25553,0.001633864,-1.25553,1.422147989,1.269575,-1.28876996,0,1.970000029,1475,30
42985.49411,100,1.018398046,23,-0.000353631,-0.026305109,100,-0.027699379,1.001170993,62.11231995,0,98.67433167,-1.25553,0.001592196,-1.25553,1.422150016,1.270581961,-1.28876996,0,2.359999895,1475,30
42985.49412,100,1.018061996,23,-0.000353646,-0.02627367,100,-0.02768551,1.001170993,61.82740021,0,98.67414093,-1.25553,0.001550528,-1.25553,1.42215097,1.271589994,-1.28876996,0,1.870000005,1475,30
42985.49413,100,1.019180059,23,-0.000353661,-0.026242239,100,-0.02767163,1.00088799,61.5424881,0,98.67395782,-1.25553,0.001508859,-1.25553,1.422152996,1.272789955,-1.28876996,0,2.230000019,1475,30
42985.49414,100,1.018214941,23,-0.000353676,-0.0262108,100,-0.02765776,1.000604987,61.76184082,0,98.67376709,-1.25553,0.001467191,-1.25553,1.42215395,1.273990035,-1.28876996,0,2.265000105,1475,30
42985.49416,100,1.018690944,23,-0.000353691,-0.02617936,100,-0.02764388,1.000321984,61.98118973,0,98.67357635,-1.25553,0.001425523,-1.25553,1.422155976,1.273527026,-1.28876996,0,2.299999952,1475,30
42985.49417,100,1.019168019,23,-0.000353706,-0.026147921,100,-0.027630011,1.000038981,61.83575058,0,98.67340088,-1.25553,0.001383855,-1.25553,1.422157049,1.273064971,-1.28876996,0,2.200000048,1475,30
42985.49418,100,1.019644022,23,-0.000353721,-0.026116479,100,-0.02761614,1.000131011,61.69031906,0,98.67321014,-1.25553,0.001342186,-1.25553,1.422158957,1.272601962,-1.28876996,0,2.369999886,1475,30
42985.49419,100,1.019204974,23,-0.000353736,-0.02608504,100,-0.027602259,1.000223041,61.54487991,0,98.67302704,-1.25553,0.001300518,-1.25553,1.422160029,1.272138953,-1.28876996,0,2.00999999,1475,30
42985.4942,100,1.018766046,23,-0.000353751,-0.0260536,100,-0.02758839,1.000314951,61.77019119,0,98.6728363,-1.25553,0.00125885,-1.25553,1.422183037,1.271677017,-1.28876996,0,1.909999967,1475,30
42985.49421,100,1.018326998,23,-0.000353766,-0.02602217,100,-0.027574509,1.000272036,61.99549866,0,98.6726532,-1.25553,0,-1.25553,1.422206044,1.271214008,-1.28876996,0,2.339999914,1475,30
42985.49422,100,1.01788795,23,-0.000353781,-0.02599073,100,-0.02756064,1.000229001,61.68793106,0,98.67247009,-1.25553,0.042304989,-1.25553,1.422229052,1.274057984,-1.28876996,0,2.00999999,1475,30
42985.49424,100,1.01788795,23,-0.000353796,-0.025959291,100,-0.027546771,1.000187039,61.73323059,0,98.67227936,-1.25553,0.041111231,-1.25553,1.422250986,1.274204969,-1.28876996,0,2.039999962,1475,30
42985.49425,100,1.01788795,23,-0.000353811,-0.025927849,100,-0.02753289,1.000144005,61.77853012,0,98.67209625,-1.25553,0.039917469,-1.25553,1.422273993,1.271438956,-1.28876996,0,2.069999933,1475,30
42985.49426,100,1.017917991,23,-0.000353826,-0.02589641,100,-0.027519019,1.00010097,62.21960831,0,98.67191315,-1.25553,0.0387237,-1.25553,1.422297001,1.268671989,-1.28876996,0,1.940000057,1475,30
42985.49427,100,1.017948985,23,-0.000353841,-0.02586497,100,-0.027505141,1.000059009,61.94662094,0,98.67172241,-1.25553,0.037529942,-1.25553,1.422320008,1.265905976,-1.28876996,0,2.329999924,1475,30
42985.49428,100,1.017979026,23,-0.000353856,-0.02583354,100,-0.02749127,1.000015974,61.67362976,0,98.67153931,-1.25553,0.03633618,-1.25553,1.422343016,1.264685988,-1.28876996,0,2.460000038,1475,30
42985.49429,100,1.018008947,23,-0.000353871,-0.0258021,100,-0.027477389,0.999973118,61.77614975,0,98.67134857,-1.25553,0.035142422,-1.25553,1.422366023,1.263465047,-1.288771033,0,1.889999986,1475,30
42985.49431,100,1.018039942,23,-0.000353886,-0.02577066,100,-0.02746352,0.999930322,62.06464005,0,98.6711731,-1.25553,0.03394866,-1.25553,1.42238903,1.262245059,-1.288771033,0,2.339999914,1475,30
42985.49432,100,1.018069983,23,-0.000353901,-0.025739221,100,-0.027449651,1.000545025,62.35313034,0,98.6709671,-1.25553,0.032754891,-1.25553,1.422412038,1.26156497,-1.288771033,0,2.299999952,1475,30
42985.49433,100,1.018908024,23,-0.000353916,-0.025707779,100,-0.02743577,1.001158953,61.83337021,0,98.67079163,-1.25553,0.031561129,-1.25553,1.422433972,1.260885,-1.288771033,0,2.170000076,1475,30
42985.49434,100,1.019745946,23,-0.000353931,-0.02567634,100,-0.027421899,1.001773,61.69747162,0,98.67060852,-1.25553,0.030367371,-1.25553,1.42245698,1.26020503,-1.288771033,0,2.190000057,1475,30
42985.49435,100,1.019745946,23,-0.000353946,-0.0256449,100,-0.027408021,1.001724958,62.03007126,0,98.67041779,-1.25553,0.029173611,-1.25553,1.422479987,1.259524941,-1.288771033,0,2,1475,30
42985.49436,100,1.019745946,23,-0.000353962,-0.02561347,100,-0.027394149,1.001675963,62.36265945,0,98.67022705,-1.25553,0.027979851,-1.25553,1.422502995,1.261317015,-1.288771033,0,2.289999962,1475,30
42985.49438,100,1.019745946,23,-0.000353977,-0.02558203,100,-0.027380271,1.001628041,62.04674911,0,98.67003632,-1.25553,0.026786091,-1.25553,1.422526002,1.263108015,-1.288771033,0,2.279999971,1475,30
42985.49439,100,1.019745946,23,-0.000353991,-0.025550591,100,-0.0273664,1.00158,61.73085022,0,98.66986084,-1.25553,0.025592331,-1.25553,1.422549009,1.264899969,-1.288771033,0,2.194999933,1475,30
42985.4944,100,1.019745946,23,-0.000354006,-0.025519149,100,-0.027352519,1.001531005,61.99668884,0,98.66967773,-1.25553,0.02439856,-1.25553,1.422572017,1.266692042,-1.288771033,0,2.109999895,1475,30
42985.49441,100,1.019745946,23,-0.000354021,-0.02548771,100,-0.02733865,1.001482964,62.26253128,0,98.669487,-1.25553,0.0232048,-1.25553,1.422595024,1.267367005,-1.288771033,0,2.220000029,1475,30
42985.49442,100,1.019745946,23,-0.000354037,-0.02545627,100,-0.027324781,1.002254963,62.28874969,0,98.66929626,-1.25553,0.02201104,-1.25553,1.422616959,1.268041968,-1.288771033,0,1.919999957,1475,30
42985.49443,100,1.019745946,23,-0.000354052,-0.025424831,100,-0.0273109,1.003028035,61.89773941,0,98.66911316,-1.25553,0.02081728,-1.25553,1.422639966,1.268717051,-1.288771033,0,2.160000086,1475,30
42985.49444,100,1.019745946,23,-0.000354066,-0.0253934,100,-0.027297029,1.003028035,61.80237961,0,98.66893005,-1.25553,0.01962352,-1.25553,1.422662973,1.269392014,-1.288771033,0,2.329999924,1475,30
42985.49446,100,1.019745946,23,-0.000354082,-0.025361961,100,-0.027283151,1.003028035,62.31259918,0,98.66874695,-1.25553,0.018429751,-1.25553,1.422685981,1.268821955,-1.288771033,0,1.919999957,1475,30
42985.49447,100,1.019745946,23,-0.000354097,-0.025330519,100,-0.02726928,1.003028035,62.39842987,0,98.66855621,-1.25553,0.017235991,-1.25553,1.422708988,1.268252015,-1.288771033,0,1.919999957,1475,30
